username;community;account_type;in_degree;out_degree
c03e8aeb85;13;grassroot;5;0
59dd07ebdd;4;grassroot;0;1
6952942ec5;32;grassroot;0;3
6d278d10ed;32;grassroot;3;0
cd778b7107;184;grassroot;0;1
ab602fcb70;15;grassroot;1;1
1b4beb2f1f;15;grassroot;1;0
8633b6884a;382;grassroot;0;1
76b3e2982a;382;grassroot;3;0
8ff2f77379;2;grassroot;0;1
abc1dd8153;69;grassroot;0;1
5987cc17d8;43;grassroot;0;1
24e2fdb307;13;grassroot;0;7
6df0ce5ef8;13;grassroot;5;0
4ef621c891;35;grassroot;0;15
0d629bdb78;42;grassroot;3;0
a4c689e979;35;grassroot;1;0
f7f75cf9e4;35;grassroot;2;0
a3422f55ad;35;grassroot;3;0
c2aee7947d;35;grassroot;1;0
a294aa69c6;35;grassroot;1;0
30077f77de;2;grassroot;0;1
82291fc0b9;43;grassroot;0;6
2d9d458e9c;43;grassroot;1;0
8b1dcf9fa9;43;grassroot;1;0
8f54813261;43;grassroot;1;0
ec129fa84b;43;grassroot;1;0
918ed3f40b;383;grassroot;0;4
546b463537;383;grassroot;1;0
aa1434c27b;383;grassroot;1;0
e813606cf7;383;grassroot;1;0
a7332c1b2a;383;grassroot;1;0
7658e39e38;384;grassroot;0;3
0d7c0afc1f;384;grassroot;1;3
9fb950930d;384;grassroot;1;0
0144a5bc86;384;grassroot;1;0
3966d16ea8;384;grassroot;1;0
4361442729;384;grassroot;1;0
83c66f0c78;384;grassroot;1;0
3d1934e361;12;grassroot;0;2
5bbfd73e50;12;grassroot;2;0
9168de469a;2;grassroot;0;1
61673674d5;43;grassroot;0;1
72794c8f13;9;grassroot;0;1
ae5f368572;12;grassroot;1;1
876c6c0f2c;12;grassroot;3;5
5691ae0579;12;grassroot;1;0
370fc1f060;12;grassroot;1;2
84bf791601;12;grassroot;1;1
f6e242a5e7;2;grassroot;0;1
416890a839;89;grassroot;0;1
2f324a4c92;32;grassroot;0;1
920e685f66;11;grassroot;0;1
b34df491e0;39;grassroot;0;4
7c03235e1a;39;grassroot;1;0
af10d8e61c;39;grassroot;1;0
a30b846555;39;grassroot;1;0
544ef343d3;74;grassroot;0;3
c55179599b;74;grassroot;2;0
5981693255;74;grassroot;2;0
fe49be5696;42;grassroot;0;1
82641dc521;385;grassroot;0;3
870a8bda65;385;grassroot;1;0
c431238062;385;grassroot;1;0
fd85d0d79d;385;grassroot;1;0
4309cecc21;7;grassroot;0;1
96768ef8cb;86;grassroot;0;1
4c03da40c1;10;grassroot;0;1
e30da8ec89;386;grassroot;0;1
67c2360430;386;grassroot;1;0
c0ce4969bd;1;grassroot;0;2
1741ad1c72;7;grassroot;0;2
dfcab40561;7;grassroot;4;1
c4ebde4a75;7;grassroot;1;0
b9014fe7e5;387;grassroot;0;1
46f41dce6e;387;grassroot;3;0
43054e7a9f;32;grassroot;0;1
0b1d4bc020;388;grassroot;0;1
9cba52c10e;388;grassroot;1;0
05c848a874;389;grassroot;0;1
d95a7746b4;389;grassroot;1;0
ba7a8f40dd;6;grassroot;0;7
69813a5e5f;6;grassroot;2;0
5580421202;3;grassroot;0;1
5d18f243c9;43;grassroot;0;1
a650050167;390;grassroot;0;1
26541f302e;390;grassroot;1;0
101a32e885;240;grassroot;1;4
abc2950eab;240;grassroot;1;1
d161dadb29;240;grassroot;1;0
15dccbbedd;240;grassroot;1;0
05a6e31cc5;240;grassroot;1;0
3e3f46bf72;240;grassroot;1;0
573a8b7d2b;35;grassroot;1;0
134a10a969;11;grassroot;0;1
a1bbcfa017;391;grassroot;0;1
07a3488bb1;391;grassroot;1;0
2087a5c4e3;2;grassroot;0;3
4ba3aba2b1;86;grassroot;0;2
557100ce15;86;grassroot;5;0
7427eb22d2;86;grassroot;2;2
d0742c3c85;86;grassroot;1;0
0bbab462d7;86;grassroot;1;0
6b72f5dd13;9;grassroot;0;1
93b01bd5f4;392;grassroot;0;1
cce6b99ff1;392;grassroot;1;0
3e38c7d0f0;10;grassroot;0;1
fe6ba23376;393;grassroot;0;1
aa5ef5ba0f;393;grassroot;1;0
f6f948e954;6;grassroot;0;1
6dc3bd7aa3;24;grassroot;0;1
9cad9cd9b3;11;grassroot;0;1
288739ee29;24;grassroot;0;3
a6b61ae752;131;grassroot;0;1
0c5d137efe;394;grassroot;0;1
f561d5c936;394;grassroot;1;0
6b5e2eea83;395;grassroot;0;1
b6c66dd313;395;grassroot;1;0
2998ac36a1;396;grassroot;0;1
5124850bdb;396;grassroot;1;0
ca07a2e738;10;grassroot;0;1
3d131d5e05;397;grassroot;0;2
6eed0113c5;397;grassroot;1;0
d3fa2d8629;397;grassroot;1;0
dbbe2e413a;11;grassroot;0;1
e9cbd97c9e;398;grassroot;0;3
f2a6fd93c3;398;grassroot;1;0
3ae7c61102;398;grassroot;2;0
bc75bc8ff6;398;grassroot;1;0
a44e6ccd09;399;grassroot;1;1
480757e4a5;399;grassroot;1;4
48b24fc9fc;399;grassroot;1;0
20b209257f;399;grassroot;1;0
9b73357730;399;grassroot;1;0
36de9cd3a2;400;grassroot;0;1
5b4d1ac7fc;400;grassroot;1;0
cb4b4d4526;7;grassroot;0;1
2deafa497e;49;grassroot;0;1
f11359562d;2;grassroot;0;1
d24743b081;401;grassroot;0;1
6ae1464f95;401;grassroot;1;0
5c5596ade8;2;grassroot;0;1
88894d3774;3;grassroot;0;1
2f35e916ba;3;grassroot;4;0
f1cf179ace;11;grassroot;0;1
677cc83963;58;grassroot;0;2
46554316e9;42;grassroot;0;1
a68f21693c;7;grassroot;0;1
867b978e7e;402;grassroot;1;3
ad900f0c36;402;grassroot;3;3
0f2b65c04e;402;grassroot;2;0
baa23384a3;402;grassroot;1;0
f3edd80ce4;402;grassroot;1;0
fc9da8d0f8;403;grassroot;0;1
1d0918a1a9;403;grassroot;1;0
e56c8a0df6;12;grassroot;0;2
8c8ef2caf8;13;grassroot;1;3
f719b07de2;7;grassroot;0;1
9f681dd61f;11;grassroot;0;1
98bdb320f7;2;grassroot;0;1
1c61c5f6d2;2;grassroot;0;1
4ee94932ec;69;grassroot;0;2
35471196e7;404;grassroot;0;3
116f2a3281;404;grassroot;1;0
6820214d55;404;grassroot;1;0
ebf9bf427e;404;grassroot;1;0
fb11238ac0;9;grassroot;0;5
8fd195c7be;2;grassroot;0;1
c5e865a3ff;405;grassroot;0;1
b8e56a004f;405;grassroot;1;0
ea591d4cdd;69;grassroot;0;1
47c4b77c46;6;grassroot;0;1
036afb888e;32;grassroot;0;1
f9d2e967fc;14;grassroot;0;1
247b4ffec7;86;grassroot;0;1
987356334f;406;grassroot;0;1
5f8ef811ee;406;grassroot;1;0
1d45af69bb;407;grassroot;0;2
528625ff32;407;grassroot;1;0
5a241cd2e3;407;grassroot;1;0
531ed53133;6;grassroot;0;2
fa9e3085af;15;grassroot;0;1
10c6f21f9b;408;grassroot;0;1
2feec39773;408;grassroot;1;0
c9c75dbce5;49;grassroot;0;2
d11bc78d5d;49;grassroot;1;0
96faf1e9bf;409;grassroot;0;1
3315fd257e;409;grassroot;1;0
d5dccdd266;137;grassroot;0;2
8186d5954d;43;grassroot;0;2
5cb5cdc664;43;grassroot;0;1
1cd796063c;43;grassroot;5;0
5eed603852;7;grassroot;0;2
98b67e5e7c;7;grassroot;2;0
c58f82842e;4;grassroot;0;1
e5011dbaf2;123;grassroot;0;1
d36e52bfe8;123;media/news;5;0
3fd018cb19;15;grassroot;1;3
12de2429a8;15;grassroot;1;4
827f864706;15;grassroot;1;0
2b8d8804e8;1;grassroot;0;2
7c1d01a191;1;grassroot;1;0
bc657afef9;13;grassroot;0;1
0d89c14b46;2;grassroot;0;1
446270ed50;15;grassroot;0;2
8dfbaa7739;74;grassroot;2;10
1dc79e0ce9;74;grassroot;1;0
cd600c528f;74;grassroot;1;0
4d41381f92;2;grassroot;2;5
9d13778bf8;2;grassroot;2;0
97a3dd95b7;43;grassroot;1;3
9eda2f92bc;2;grassroot;0;1
fd491cf299;2;grassroot;0;1
45276fb4ad;7;grassroot;0;1
c77b60d000;410;grassroot;0;6
73ee6dd968;410;grassroot;8;0
e4e8dfe830;410;grassroot;7;0
6b0e8d3bb4;410;grassroot;7;0
5a0fcebc58;410;grassroot;7;6
035da5c558;410;grassroot;7;0
e0fb856853;410;grassroot;7;0
4a4f9b4e44;410;grassroot;1;0
9311a879b3;410;grassroot;1;0
5683c27b3c;410;grassroot;1;0
eb169aacdf;410;grassroot;1;0
4ba9775f65;410;grassroot;1;0
b11aaa43a9;51;grassroot;0;1
d00e5c7468;6;grassroot;0;1
aee9054887;2;grassroot;0;2
520bbfef3d;12;grassroot;0;1
b4158035ca;411;grassroot;0;3
1c21c3c6b5;411;grassroot;1;1
dbdcb0862e;411;grassroot;1;0
359cd8393b;411;grassroot;2;0
61de85b226;7;grassroot;0;1
6150da75ce;10;grassroot;1;1
cb10b5e705;74;grassroot;0;1
85573678b1;74;media/news;12;0
14da906691;16;grassroot;0;1
8db31def67;412;grassroot;0;1
2997bcc6fa;412;grassroot;1;0
0b591b6e3f;413;grassroot;0;1
5093448c5e;413;grassroot;1;0
44f7cf0293;2;grassroot;0;2
cf3750c994;2;media/news;1;0
6bf9b82abb;414;grassroot;0;1
445410fa1a;414;grassroot;1;0
bf4aaee596;415;grassroot;0;1
cb4d530ff7;415;grassroot;1;0
89a1d9458e;13;grassroot;1;3
f2e6addb90;13;grassroot;1;0
1bd62f81a6;7;grassroot;0;1
2753fc25b4;7;media/news;3;0
77b87dd08f;416;grassroot;1;1
4000566200;416;grassroot;1;0
7ee78ba7d9;12;grassroot;0;1
c9e44cc466;90;grassroot;0;1
296cbc79fd;49;grassroot;0;1
248ea940ac;12;grassroot;0;2
a32c0eeebf;2;grassroot;0;1
417991a117;24;grassroot;0;1
65c291f097;98;grassroot;0;3
ba1b4f66d5;98;grassroot;1;0
030a4ae5e0;98;grassroot;1;0
c23fbfe1ca;3;grassroot;0;1
8bf27e7bf9;16;grassroot;0;1
b7b55e8c93;89;grassroot;0;1
e789362c7e;9;grassroot;0;2
d49b8883fd;58;grassroot;0;1
71d18ab73d;51;grassroot;0;2
a2c06e37b1;51;grassroot;1;1
70027a300a;74;grassroot;0;2
1d485addc5;10;grassroot;0;1
ef0cb0f28b;6;grassroot;0;2
f307f0e587;417;grassroot;0;1
6757f5a01d;417;media/news;2;0
135f5d81fc;2;grassroot;0;1
337237f3f1;3;grassroot;0;1
d5ff2d30f6;418;grassroot;0;1
f4427e130e;418;grassroot;1;0
b0ad2901f3;2;grassroot;0;2
9f5137173f;419;grassroot;0;1
45d5a629fb;419;grassroot;1;0
f78668a7e4;42;grassroot;0;3
0c49eb6075;42;grassroot;1;0
49586062c9;42;grassroot;1;0
416e34ecd8;7;grassroot;0;2
6dc285d8ea;7;grassroot;0;1
14a63f79b9;2;grassroot;0;1
37f4a1c82e;70;grassroot;0;3
540571f5f9;9;grassroot;0;1
4f8308ee8c;24;grassroot;0;3
44108876bf;24;grassroot;1;0
5bcca34150;24;grassroot;1;0
b2b4b442f7;127;grassroot;0;9
fbb8fb87e0;127;grassroot;0;9
8f99c64f27;24;grassroot;0;1
c7dca3da8f;83;grassroot;0;1
1b8c4cd962;11;grassroot;0;1
e398093505;420;grassroot;0;1
35c162b9ed;420;grassroot;1;0
16e3e40aaf;7;grassroot;0;1
7ed08a2481;12;grassroot;0;1
d6c340218c;421;grassroot;0;1
4710077cf4;421;grassroot;1;0
d90dc3c443;43;grassroot;0;1
1c93150308;9;grassroot;0;1
11dc1c0829;422;grassroot;0;1
0c6bc9d195;422;grassroot;1;0
8c89b0843b;7;grassroot;0;1
5b80b261e0;423;grassroot;0;1
e1225d77f4;423;grassroot;1;0
8fd301c7c7;4;grassroot;0;2
02af1ee59b;424;grassroot;0;1
80e77ef7ea;424;grassroot;1;0
0f190c96b1;104;grassroot;0;3
e8412b4c8e;86;grassroot;0;1
271e1607b0;4;grassroot;0;1
e60d1f4fb2;6;grassroot;0;1
9e4407a963;425;grassroot;0;2
a45ff6dcec;425;grassroot;1;0
bed83a9efc;425;grassroot;1;0
053514e0aa;32;grassroot;0;1
97c54874ba;426;grassroot;0;1
0e7276763d;426;grassroot;1;0
3c5a32038b;1;grassroot;0;1
6115bbe8b3;10;grassroot;0;4
1012cdf5b8;427;grassroot;1;1
fa92e43e59;427;grassroot;2;1
7767999712;427;grassroot;1;1
2f7f7f20de;10;grassroot;0;1
d5615f4d93;428;grassroot;1;1
19461d7e58;428;grassroot;1;1
7a0634fa85;28;grassroot;0;1
7e3591edbb;2;grassroot;0;2
284af75506;429;grassroot;0;1
ab1342643e;429;grassroot;1;0
f17a532c68;430;grassroot;0;1
7244a7ca64;430;grassroot;1;0
90e7b95927;14;grassroot;0;1
36cb1e573f;14;grassroot;8;0
271642ee80;431;grassroot;0;1
fefdd731a7;431;grassroot;1;0
48151f767e;14;grassroot;0;1
d90b12f7fb;432;grassroot;0;1
fbaa700014;432;grassroot;1;0
efdc874861;433;grassroot;0;2
54416862f9;433;grassroot;1;0
d337b39359;433;grassroot;1;0
b2174330f3;434;grassroot;0;2
5410101d1c;434;grassroot;1;0
a80ad2933b;434;grassroot;1;0
2bdb37a522;12;grassroot;0;2
9d3a3a88f5;12;grassroot;1;0
5242606977;11;grassroot;0;1
3696665178;435;grassroot;0;1
625349aeb4;435;grassroot;1;0
b3b7ccf13f;6;grassroot;0;1
160e1ee44a;436;grassroot;0;1
ae12566138;436;grassroot;1;0
34fef3e5ce;437;grassroot;0;1
b39ab2c0e4;437;grassroot;2;0
c674156f5b;7;grassroot;0;1
d7bd359f73;15;grassroot;0;2
c45e58485d;49;grassroot;0;1
d5d2716402;49;grassroot;4;0
b7b7337c9a;438;grassroot;0;1
c8559dcb11;438;grassroot;3;0
a04180c41d;439;grassroot;0;1
3f5d4f4373;439;grassroot;2;0
3764fc897b;49;grassroot;0;1
4f7429c9c9;440;grassroot;0;1
11eaa5aedb;440;grassroot;1;0
51d42b8d50;1;grassroot;0;1
30e6253939;441;grassroot;0;1
42e209d1d1;441;grassroot;1;0
908700dff3;12;grassroot;0;1
6969f3d710;49;grassroot;0;2
f75c38bbc4;49;grassroot;3;0
4fab4caf4b;49;grassroot;2;1
c7d5fc5d7a;11;grassroot;0;1
9f67aaed57;35;grassroot;0;2
61efee1ee8;442;grassroot;0;1
0509110f9a;442;grassroot;1;0
41f8d1943d;49;grassroot;0;1
9539570aca;5;grassroot;0;3
3e5c4be8a3;9;grassroot;0;1
73a619bd5d;7;grassroot;0;1
7d12cdbb2c;443;grassroot;0;3
3b1eb33f42;443;grassroot;2;0
737f7b1629;443;grassroot;1;2
89e47f818e;443;grassroot;2;0
7b681aa99d;9;grassroot;0;2
9373737501;9;media/news;2;0
87aed99666;250;grassroot;0;1
49ecbcbbfa;49;grassroot;0;1
fb17de9a07;2;grassroot;0;2
8f0940f346;2;grassroot;0;1
b1a06620e1;86;grassroot;0;1
01f3074862;3;grassroot;0;1
c933fde475;1;grassroot;0;1
eead044c24;134;grassroot;0;4
537b7241cf;42;grassroot;0;2
1f56820ef3;58;grassroot;0;3
2d4174148a;58;grassroot;2;0
a77be513e4;58;grassroot;1;0
d3df823d78;444;grassroot;0;1
16a868d8e7;444;grassroot;1;0
0920ef043e;32;grassroot;0;1
bc2fa9e341;42;grassroot;0;3
c2d0a1520e;42;grassroot;1;0
7ae37494b3;42;grassroot;1;0
e6371a3fe3;69;grassroot;0;1
648d0f589c;2;grassroot;0;1
07eb9e7958;15;grassroot;0;2
c3cd7fe62f;24;grassroot;0;1
b5ca2b6d5d;445;grassroot;0;1
5ede567383;445;grassroot;1;0
157e35b8e3;42;grassroot;0;12
6ec16e29c5;42;grassroot;1;0
b9f6de3d98;42;grassroot;1;0
4527f89c6d;42;grassroot;4;0
aa18827f14;42;grassroot;1;0
0e753c735c;42;grassroot;1;0
6b14c04ebd;42;grassroot;1;0
45d0d6f23e;42;grassroot;1;0
0ee76cc2b9;42;grassroot;1;1
85bc6d1365;42;grassroot;4;1
317cfb7e34;42;grassroot;2;0
08e226693f;446;grassroot;0;1
68afb4a59d;446;grassroot;1;0
2334fb1af4;86;grassroot;0;1
9beafbaa64;2;grassroot;0;3
48c584c67e;3;grassroot;0;2
a35ddac94f;144;grassroot;0;2
6c6316aa31;144;grassroot;1;0
8c5cbbe149;10;grassroot;0;1
cc922c585a;13;grassroot;0;1
475c5e4c52;12;grassroot;0;1
e4a3100f66;12;grassroot;3;0
ac5ca8bd71;83;grassroot;1;3
4e9780e4e8;83;grassroot;2;0
7db922e286;83;grassroot;2;0
d9e713bedd;7;grassroot;0;1
492652bb32;10;grassroot;0;1
c518770958;10;grassroot;0;1
ac2fbfe70e;447;grassroot;0;1
d032c852ab;447;grassroot;1;0
fbb43a76ee;4;grassroot;0;1
28b7107afb;3;grassroot;0;1
c9e2aabb67;2;grassroot;0;3
e9473653bb;12;grassroot;0;1
1c40357a3f;49;grassroot;0;2
bfed48cf91;49;grassroot;1;0
4852a29fd8;448;grassroot;0;1
aeeec28370;448;grassroot;2;0
eb6f65c599;123;grassroot;0;3
d5ae5a3a1b;5;grassroot;0;1
0013a14d35;70;grassroot;0;1
6f5670c6a0;449;grassroot;0;2
df3ce35562;449;grassroot;2;0
c7154e88af;449;grassroot;1;0
882a5ccd4d;86;grassroot;0;1
84e5ca0c18;450;grassroot;1;1
65f178d44f;450;grassroot;1;2
c44124ff4f;450;grassroot;1;0
106a51faa2;54;grassroot;0;2
e40f17dfdc;54;grassroot;4;0
e4bb8ff08f;85;grassroot;0;1
ff26a147fa;10;grassroot;0;1
f4178eef03;11;grassroot;0;1
1f9fe45811;58;grassroot;0;1
ed59592cda;10;grassroot;0;1
e4a313c203;9;grassroot;0;1
b30d9527e9;1;grassroot;0;1
2ed277ee68;7;grassroot;0;1
8d45e5e378;7;grassroot;2;0
aed2939069;142;grassroot;0;3
5f362e0099;142;grassroot;1;0
cc620abaf1;142;grassroot;1;0
064d46acf5;451;grassroot;0;1
56a4b143c2;451;grassroot;1;0
8ea000fd02;10;grassroot;0;1
30f89d298c;10;grassroot;0;1
6505949404;86;grassroot;0;1
2ee694fa00;452;grassroot;0;1
af7e2ef513;452;grassroot;1;0
4bd7e70055;453;grassroot;0;1
4986e6782f;453;grassroot;1;0
e7985100cf;454;grassroot;0;2
f8387760fd;454;grassroot;2;0
4ea0f30827;454;grassroot;2;0
ec5c38d937;6;grassroot;0;1
606e6d7a7b;7;grassroot;0;1
100d926686;2;grassroot;0;1
d42ef86234;7;grassroot;0;1
0a68fe221f;35;grassroot;0;2
87843683c9;35;grassroot;1;0
731650ac7c;455;grassroot;0;1
109b514316;455;grassroot;1;0
5b6ecc7138;456;grassroot;1;1
68b00c23ad;456;grassroot;2;0
10f4fdd4ec;2;grassroot;0;5
4f93635518;2;grassroot;1;0
56903fcc84;457;grassroot;0;1
43bb0135d8;457;grassroot;1;0
da397f08c5;6;grassroot;0;1
315eb6d356;458;grassroot;1;1
63077164fe;458;grassroot;1;0
1ae199f0b6;459;grassroot;0;4
0117db47c2;459;grassroot;1;0
dd97305348;459;grassroot;1;0
d4e2befa85;459;grassroot;1;0
c408035a48;459;grassroot;1;0
d9fc7951f2;42;grassroot;0;4
203f2342b2;42;elite/political;2;0
c8bd3a374b;42;grassroot;1;0
d530a0ba12;10;grassroot;0;4
dbbb15ad1e;10;grassroot;2;0
4827d9ed85;10;grassroot;1;0
6b2fc8418c;10;grassroot;3;0
fad243ef69;2;grassroot;0;1
d71d967744;86;grassroot;0;1
dbfc71c2ba;32;grassroot;0;1
a160fadad4;460;grassroot;0;1
90a806b18f;460;grassroot;1;0
332024923d;15;grassroot;0;2
b600013a3d;58;grassroot;0;7
a7f615cf2f;58;grassroot;1;0
7064f2c378;461;grassroot;0;1
8301bcb54b;461;grassroot;1;0
0894c7b5fb;182;grassroot;0;1
407b2f6909;2;grassroot;0;1
1eea36682e;134;grassroot;0;4
7cec2b522e;2;grassroot;0;2
28d5fe3910;462;grassroot;0;1
c89f283027;462;grassroot;1;0
beebf0baba;7;grassroot;0;2
ba2909ed85;16;grassroot;0;1
336c87c44e;463;grassroot;0;1
22bee6936f;463;grassroot;1;0
9ed10962c2;7;grassroot;0;2
5f30715fb4;7;grassroot;9;0
4e18807e51;11;grassroot;0;1
085aa76ee1;11;grassroot;2;0
5264c44012;86;grassroot;0;1
f87ef0e6b4;9;grassroot;0;1
fcb30a6c62;12;grassroot;0;1
1b5b4d0ce5;86;grassroot;0;1
a12d7d0fbe;0;grassroot;0;1
67f6ac7ef3;3;grassroot;0;3
c3e52c571f;115;grassroot;0;2
67b2d1aa80;43;grassroot;0;2
d088882300;6;grassroot;0;1
ef734b7dec;464;grassroot;0;1
df09827555;464;grassroot;1;0
f4f3c0e161;465;grassroot;0;1
66dfcbf8dd;465;grassroot;1;0
122d372e1f;466;grassroot;0;1
438a1dc00d;466;grassroot;1;0
d48b5d78ab;2;grassroot;0;2
d214689e38;467;grassroot;0;1
f0a8f49985;467;grassroot;1;0
df27df57b4;49;grassroot;0;2
f8c7998445;468;grassroot;0;1
65bbcf6c57;468;grassroot;1;0
873cbf3e5e;469;grassroot;0;1
80a79b10f8;469;grassroot;1;0
eee87d24d6;3;grassroot;0;2
891cf158ee;3;grassroot;3;0
161b8bc8c5;470;grassroot;0;1
bacbe725e1;470;grassroot;1;0
7da4e5a622;471;grassroot;0;1
5bdf6c2987;471;media/news;3;0
8b821deef4;2;grassroot;0;1
9563759f4a;472;grassroot;0;1
0a5a0319a9;472;grassroot;1;0
b0260c55f0;6;grassroot;0;3
b4fa4d9d26;473;grassroot;0;1
57124b7f90;473;grassroot;1;0
8ed18cfcc2;15;grassroot;0;5
1b97e28b0d;15;grassroot;3;0
d43a4a8d7d;15;grassroot;1;0
316db69250;474;grassroot;0;1
7e3267a61c;474;grassroot;1;0
4e564d4c54;182;grassroot;0;1
64eb581d28;94;grassroot;0;5
c5d65fd074;94;grassroot;1;0
e335691628;94;grassroot;1;0
96aef4fb18;94;grassroot;1;0
bc77839aeb;89;grassroot;0;1
a08f36aa48;16;grassroot;0;1
265f74a953;2;grassroot;0;2
26f9987d77;475;grassroot;0;1
9590dddc1d;475;grassroot;1;0
a8bf87d5d5;2;grassroot;0;2
281c95708a;2;grassroot;0;2
b060a27e31;9;grassroot;0;4
d8766849d8;32;grassroot;0;2
77e6f78af4;32;media/news;5;0
250fdcff40;32;media/news;1;0
3f34bd2e37;58;grassroot;0;1
a4e8aeb6d1;13;grassroot;0;4
aaefbd5592;476;grassroot;0;1
f4e04d1161;476;grassroot;1;0
85aba5f8c5;1;grassroot;0;1
fd58c4a434;12;grassroot;0;1
04a93ede14;477;grassroot;0;2
9938f90108;477;grassroot;1;0
d0b6bae85a;477;grassroot;1;0
871c00d4cf;12;grassroot;0;3
c39c0b4dda;2;grassroot;0;4
f129196ffe;12;grassroot;0;2
9da57f63b1;70;grassroot;0;1
738b7ab395;9;grassroot;0;1
ab04e2a476;7;grassroot;1;1
6db00af751;2;grassroot;0;1
ea80f11e45;478;grassroot;0;2
fb322c454b;478;grassroot;1;0
2b66f4ec96;478;grassroot;1;0
cbc7788407;3;grassroot;0;2
3a8af7a74f;479;grassroot;0;1
633076cc90;479;grassroot;2;0
e25998b29b;3;grassroot;0;1
acde1da108;480;grassroot;0;1
4bc942775a;480;grassroot;2;0
6cd794e5fa;2;grassroot;0;3
ee58925046;2;grassroot;0;2
c372d59336;481;grassroot;0;3
893737ed9b;481;grassroot;1;0
ce93163881;481;grassroot;1;0
1e8f49c121;481;grassroot;1;0
56daf5e05a;2;grassroot;0;1
71680a4c30;2;grassroot;4;0
0fd97a1e33;16;grassroot;0;1
e6e1593233;482;grassroot;0;1
e6dba39c10;482;grassroot;1;0
10021de674;8;grassroot;0;1
1df059f6c0;483;grassroot;0;1
b1c3d22e1e;483;grassroot;1;0
8bb353ddce;12;grassroot;1;2
0fdf9463d2;12;grassroot;1;2
a30152ffae;373;grassroot;0;7
c7ae606db9;373;grassroot;2;0
dd14f7fae8;373;grassroot;1;0
4ec4136a83;373;grassroot;1;0
5fd59c97ed;373;grassroot;1;0
b47ca358ee;373;grassroot;1;0
14af831b7c;373;grassroot;1;0
4df271dcc1;373;grassroot;1;0
b016ef39b6;2;grassroot;0;1
7cea7f4fa8;24;grassroot;0;2
11f2f39c04;7;grassroot;0;1
e2cea0660d;484;grassroot;0;1
bb312c3fb8;484;grassroot;1;0
53c577c74a;86;grassroot;0;1
a9d31d8a6f;485;grassroot;0;1
1cc22f243f;485;grassroot;2;0
59aa2be173;13;grassroot;0;1
ea35e2826b;486;grassroot;0;5
ffb64fae0a;486;grassroot;1;0
c9bddb340e;486;grassroot;1;0
8b1b7d62ab;486;grassroot;1;0
123deb358e;486;grassroot;1;0
5ca07a046b;486;grassroot;1;0
09587a262d;24;grassroot;0;1
79a72fc56b;7;grassroot;0;2
c2dc1ab12c;7;grassroot;1;0
d746e255d4;7;grassroot;1;1
823b8abae3;332;grassroot;0;1
c463c9fb58;9;grassroot;0;4
521c4752d3;9;grassroot;1;0
0fc3429118;9;grassroot;1;0
82c0d5a91a;10;grassroot;0;1
9f4c57b76f;487;grassroot;1;1
725b863e7e;487;grassroot;1;2
1dca5971fc;487;grassroot;1;0
64fc3028e0;488;grassroot;0;1
47310f79bb;488;grassroot;4;0
68479fc665;49;grassroot;0;1
81bb4eca86;7;grassroot;0;1
5dbd8f33f5;58;grassroot;0;1
d5df81ec81;49;grassroot;0;1
5c46fbd18e;69;grassroot;0;1
ba0c202df7;11;grassroot;0;2
0dc630696a;11;grassroot;1;0
d7e6718945;10;grassroot;0;1
f101f3d55b;11;grassroot;0;2
01828e3a55;11;grassroot;1;0
ec19222e08;42;grassroot;0;2
9e97a1dc89;42;elite/political;1;0
972ab699e9;123;grassroot;1;3
b4a4fe3f53;123;grassroot;4;0
10f9a05a71;123;grassroot;2;1
131dc4cbfb;123;grassroot;1;0
0d7880e870;123;grassroot;3;0
f84f296754;10;grassroot;0;1
6a08ae79ba;6;grassroot;0;1
73b4cf4f1f;489;grassroot;0;1
b5d1de00f3;489;grassroot;1;0
d05e729496;74;grassroot;0;1
977b813bf9;2;grassroot;0;1
69bc0a4679;490;grassroot;0;1
d3577589e8;490;grassroot;1;0
220297c0d8;32;grassroot;0;1
e16d881ef6;4;grassroot;0;1
1829023236;9;grassroot;0;1
7826fbdadc;2;grassroot;0;4
5f355a14d4;7;grassroot;0;1
8db2585d12;2;grassroot;0;1
02e35f806c;86;grassroot;1;4
8fbd40480a;86;grassroot;2;0
22675d3a0a;86;grassroot;1;0
aba64b26e7;123;grassroot;0;3
39aa397b85;11;grassroot;0;1
1f7f6c48a7;11;grassroot;0;5
3a3cfba03b;11;grassroot;0;4
3ed0667665;11;grassroot;1;0
6679d97ef6;10;grassroot;0;1
d9f4198422;491;grassroot;0;1
1fc0c1d0f5;491;grassroot;1;0
b80e939770;69;grassroot;0;1
5a5e70954f;410;grassroot;0;6
519676f1d7;492;grassroot;0;1
36251e7506;492;grassroot;2;0
24058b9d7f;2;grassroot;0;4
eaf23a0575;2;grassroot;0;16
6d22b7d8a1;2;elite/political;4;0
b98d478e48;2;elite/political;1;0
b51f201fa9;11;grassroot;1;5
bbb098a918;11;grassroot;1;0
8ae74758e6;1;grassroot;0;1
b5e2526bed;14;grassroot;0;2
9467cc4307;14;grassroot;1;0
dd10491503;24;grassroot;0;1
5309b03300;32;grassroot;0;1
ed8112da7b;9;grassroot;0;1
06078b9dc5;493;grassroot;0;1
a8394bcccf;493;grassroot;1;0
bcf3dc7561;3;grassroot;0;2
865570e17f;494;grassroot;0;1
539caf8aaa;494;grassroot;1;0
4fd0b7234a;495;grassroot;0;1
23c304968d;495;grassroot;1;0
