community,size,grassroot,media_news,elite_political,top_node,top_node_in_degree
348,2,2,0,0,59f4096ba5,1
349,2,2,0,0,17d12f7797,1
350,2,2,0,0,faaa6b73f5,1
353,2,2,0,0,e05787f3b5,1
354,2,2,0,0,803e89c97c,1
357,2,2,0,0,11f96ef416,1
358,2,2,0,0,6f277d4a06,1
359,2,2,0,0,1edb353f2c,1
360,2,2,0,0,6003c17781,1
362,2,2,0,0,9335fde104,1
363,2,2,0,0,6a7fbe6033,1
366,2,2,0,0,3902102c63,1
367,2,2,0,0,db651ef454,1
370,2,2,0,0,4594024169,1
371,2,2,0,0,fccabea761,1
372,2,2,0,0,a41245db08,1
374,2,2,0,0,7361f121ba,1
375,2,2,0,0,68d402136d,1
376,2,2,0,0,c8289561b0,1
377,2,2,0,0,91da98822e,1
380,2,2,0,0,920ef76d1f,1
381,2,2,0,0,ca85761ff5,1
386,2,2,0,0,67c2360430,1
388,2,2,0,0,9cba52c10e,1
389,2,2,0,0,d95a7746b4,1
390,2,2,0,0,26541f302e,1
391,2,2,0,0,07a3488bb1,1
392,2,2,0,0,cce6b99ff1,1
393,2,2,0,0,aa5ef5ba0f,1
394,2,2,0,0,f561d5c936,1
395,2,2,0,0,b6c66dd313,1
396,2,2,0,0,5124850bdb,1
400,2,2,0,0,5b4d1ac7fc,1
401,2,2,0,0,6ae1464f95,1
403,2,2,0,0,1d0918a1a9,1
405,2,2,0,0,b8e56a004f,1
406,2,2,0,0,5f8ef811ee,1
408,2,2,0,0,2feec39773,1
409,2,2,0,0,3315fd257e,1
412,2,2,0,0,2997bcc6fa,1
413,2,2,0,0,5093448c5e,1
414,2,2,0,0,445410fa1a,1
415,2,2,0,0,cb4d530ff7,1
418,2,2,0,0,f4427e130e,1
419,2,2,0,0,45d5a629fb,1
420,2,2,0,0,35c162b9ed,1
421,2,2,0,0,4710077cf4,1
422,2,2,0,0,0c6bc9d195,1
423,2,2,0,0,e1225d77f4,1
424,2,2,0,0,80e77ef7ea,1
426,2,2,0,0,0e7276763d,1
428,2,2,0,0,d5615f4d93,1
429,2,2,0,0,ab1342643e,1
430,2,2,0,0,7244a7ca64,1
431,2,2,0,0,fefdd731a7,1
432,2,2,0,0,fbaa700014,1
435,2,2,0,0,625349aeb4,1
436,2,2,0,0,ae12566138,1
440,2,2,0,0,11eaa5aedb,1
441,2,2,0,0,42e209d1d1,1
442,2,2,0,0,0509110f9a,1
444,2,2,0,0,16a868d8e7,1
445,2,2,0,0,5ede567383,1
446,2,2,0,0,68afb4a59d,1
447,2,2,0,0,d032c852ab,1
451,2,2,0,0,56a4b143c2,1
452,2,2,0,0,af7e2ef513,1
453,2,2,0,0,4986e6782f,1
455,2,2,0,0,109b514316,1
457,2,2,0,0,43bb0135d8,1
460,2,2,0,0,90a806b18f,1
461,2,2,0,0,8301bcb54b,1
462,2,2,0,0,c89f283027,1
463,2,2,0,0,22bee6936f,1
464,2,2,0,0,df09827555,1
465,2,2,0,0,66dfcbf8dd,1
466,2,2,0,0,438a1dc00d,1
467,2,2,0,0,f0a8f49985,1
468,2,2,0,0,65bbcf6c57,1
469,2,2,0,0,80a79b10f8,1
470,2,2,0,0,bacbe725e1,1
472,2,2,0,0,0a5a0319a9,1
473,2,2,0,0,57124b7f90,1
474,2,2,0,0,7e3267a61c,1
475,2,2,0,0,9590dddc1d,1
476,2,2,0,0,f4e04d1161,1
482,2,2,0,0,e6dba39c10,1
483,2,2,0,0,b1c3d22e1e,1
484,2,2,0,0,bb312c3fb8,1
489,2,2,0,0,b5d1de00f3,1
490,2,2,0,0,d3577589e8,1
491,2,2,0,0,1fc0c1d0f5,1
493,2,2,0,0,a8394bcccf,1
494,2,2,0,0,539caf8aaa,1
495,2,2,0,0,23c304968d,1
496,2,2,0,0,ff647b7c6b,1
498,2,2,0,0,ed442f5c21,1
499,2,2,0,0,a4a421f5e7,1
500,2,2,0,0,ffb482c264,1
503,2,2,0,0,b501a4cbb6,1
504,2,2,0,0,cbf4b90755,1
505,2,2,0,0,b0cebf8ebc,1
507,2,2,0,0,5b88699137,1
509,2,2,0,0,d87e31d3bb,1
510,2,2,0,0,c5b28d9fd4,1
511,2,2,0,0,9e722870a6,1
512,2,2,0,0,a87fa972ee,1
513,2,2,0,0,7856baec3e,1
515,2,2,0,0,b5ec6694bf,1
516,2,2,0,0,2f8029aa08,1
517,2,2,0,0,cdba5f12af,1
518,2,2,0,0,ea32549f78,1
520,2,2,0,0,6be90f40f9,1
522,2,2,0,0,385efd76d5,1
523,2,2,0,0,757e919030,1
524,2,2,0,0,cf8b6f5170,1
525,2,2,0,0,edb588a129,1
526,2,2,0,0,1ed5d430cd,1
527,2,2,0,0,825fc9a695,1
528,2,2,0,0,cf2c31ef2a,1
529,2,2,0,0,d8a4ce1b53,1
530,2,2,0,0,7d11b910b8,1
534,2,2,0,0,10736a826d,1
536,2,2,0,0,72517e9f6a,1
538,2,1,0,1,6ddab66abd,1
539,2,2,0,0,ca180a0783,1
540,2,2,0,0,19b0df6f60,1
542,2,2,0,0,eeed4c9651,1
543,2,2,0,0,279c5c0429,1
545,2,2,0,0,bc94ff129f,1
546,2,2,0,0,6d20bbc685,1
549,2,2,0,0,57bf78a29c,1
552,2,2,0,0,aac1a38fa9,1
554,2,2,0,0,886ac174a7,1
555,2,2,0,0,12ccb22122,1
556,2,2,0,0,c865ee47fe,1
557,2,2,0,0,3ba483fbb1,1
559,2,2,0,0,e33876f282,1
560,2,2,0,0,911b403528,1
562,2,2,0,0,bdc2abe039,1
563,2,2,0,0,2f0651e330,1
565,2,2,0,0,0f1463ccc8,1
566,2,2,0,0,e5f67ded28,1
567,2,2,0,0,03aa1829ad,1
568,2,2,0,0,1cd9928ee9,1
569,2,2,0,0,c25b394227,1
570,2,2,0,0,320817bb60,1
573,2,2,0,0,ded9b21e92,1
575,2,1,0,1,6d2adb1c75,1
576,2,2,0,0,58335d1e3a,1
578,2,2,0,0,2b2de83604,1
580,2,2,0,0,9e87d987c5,1
581,2,2,0,0,80c778d2f6,1
583,2,2,0,0,08a658c7ac,1
584,2,2,0,0,075a338197,1
585,2,2,0,0,db763096d3,1
586,2,2,0,0,48fe099df4,1
587,2,2,0,0,52d65464ec,1
588,2,2,0,0,65879d9a93,1
590,2,2,0,0,8dc48fe805,1
592,2,2,0,0,be463f9c00,1
593,2,2,0,0,57033658d8,1
594,2,2,0,0,f427f4354b,1
595,2,2,0,0,66b6c2347b,1
597,2,2,0,0,268108a1f4,1
598,2,2,0,0,c456128756,1
600,2,2,0,0,b061d2e635,1
601,2,2,0,0,10d4e0f0b6,1
603,2,2,0,0,baca4179e6,1
604,2,2,0,0,ef25ef4f1e,1
605,2,2,0,0,09efa68d3d,1
606,2,2,0,0,125e74f9e8,1
607,2,2,0,0,289872c008,1
608,2,2,0,0,4adf4b6e3c,1
609,2,2,0,0,8a47d2911a,1
611,2,2,0,0,907c3c1c20,1
612,2,2,0,0,5477daf830,1
615,2,2,0,0,1815ed4934,1
616,2,2,0,0,6d94e0d491,1
617,2,2,0,0,ed33c5fa88,1
618,2,2,0,0,1260f632a5,1
621,2,2,0,0,b3b945f30b,1
622,2,2,0,0,09f751db37,1
623,2,2,0,0,32ef7c11c2,1
624,2,2,0,0,85600cbd52,1
627,2,2,0,0,658eebfd59,1
629,2,1,1,0,54a88f2a34,1
631,2,2,0,0,808553b25f,1
632,2,2,0,0,980e07be44,1
633,2,2,0,0,a86b02ed56,1
636,2,2,0,0,dabedf67b3,1
637,2,2,0,0,d1b70409a7,1
638,2,2,0,0,c082acd859,1
641,2,2,0,0,b4dbe6cf55,1
642,2,2,0,0,0c369107e1,1
644,2,1,0,1,76c57c6086,1
645,2,2,0,0,0340543437,1
646,2,2,0,0,aa90e9f191,1
647,2,2,0,0,b225735f7c,1
648,2,2,0,0,2e4c1a6021,1
649,2,2,0,0,47380661d1,1
652,2,2,0,0,3159157190,1
653,2,2,0,0,77cb1c1556,1
656,2,2,0,0,1d13216577,1
657,2,2,0,0,433fff9567,1
658,2,2,0,0,a2d78c3b1d,1
659,2,2,0,0,66d5f477fa,1
663,2,2,0,0,2bb345029a,1
666,2,2,0,0,99880e8afa,1
667,2,2,0,0,ee30df101c,1
668,2,2,0,0,27fb104ae1,1
669,2,1,0,1,98a04808bd,1
670,2,2,0,0,30e89dab9a,1
671,2,2,0,0,9227d8b221,1
674,2,2,0,0,a605f4cbdd,1
676,2,2,0,0,69238c3b01,1
678,2,2,0,0,a58149ec19,1
680,2,2,0,0,455b445551,1
681,2,2,0,0,bd9d1c8b12,1
682,2,2,0,0,f21ae02edc,1
683,2,2,0,0,40b94fe862,1
684,2,2,0,0,b24079908d,1
687,2,2,0,0,3a7114bb78,1
688,2,2,0,0,4bf39f0c15,1
689,2,2,0,0,28d1e7723f,1
690,2,2,0,0,b2c97f262a,1
691,2,2,0,0,5f6f6904d1,1
692,2,2,0,0,d63eaebf67,1
693,2,2,0,0,bf3fd5d4cb,1
694,2,2,0,0,59485ce523,1
695,2,2,0,0,3fd80def6c,1
696,2,2,0,0,dfa4b5873e,1
697,2,2,0,0,e83658d12c,1
698,2,2,0,0,46ddc86a1b,1
699,2,2,0,0,9ed0479f83,1
701,2,2,0,0,6dcf68f6a8,1
702,2,2,0,0,cff3189f13,1
703,2,2,0,0,710ca2f14e,1
704,2,2,0,0,c552366585,1
705,2,2,0,0,745954e9df,1
706,2,2,0,0,0e3b57a2f2,1
710,2,2,0,0,867d54b05d,1
711,2,2,0,0,72c8884899,1
712,2,2,0,0,8a730b64b1,1
713,2,2,0,0,9d4c2b7f8b,1
715,2,2,0,0,57241d95a9,1
716,2,2,0,0,5174609854,1
717,2,2,0,0,fa86e9f8a6,1
719,2,2,0,0,2e0a0fc68a,1
720,2,2,0,0,a6b8895f2a,1
721,2,2,0,0,b506bd5854,1
722,2,2,0,0,9e60735fb9,1
723,2,2,0,0,5cf664bae4,1
724,2,2,0,0,6d60edf9b4,1
725,2,2,0,0,77efe11fe5,1
727,2,2,0,0,704c2d6352,1
728,2,2,0,0,697b5f09ab,1
729,2,2,0,0,b6339833e5,1
730,2,2,0,0,1a596b05d1,1
731,2,2,0,0,559affcb61,1
732,2,2,0,0,63dd8c0e20,1
733,2,2,0,0,e8ccefac2e,1
734,2,2,0,0,4e74755d22,1
735,2,2,0,0,41e5851adc,1
738,2,2,0,0,ae83b5beb7,1
739,2,2,0,0,4c248be208,1
740,2,2,0,0,35acf5a291,1
741,2,2,0,0,4ae91aa492,1
742,2,2,0,0,8f9d23cf67,1
744,2,2,0,0,d07ef6e4ab,1
745,2,2,0,0,a7a039c602,1
746,2,2,0,0,ab24346a9a,1
748,2,2,0,0,6a30168b55,1
749,2,2,0,0,7963ef2579,1
750,2,2,0,0,75b7f630f6,1
751,2,2,0,0,2e7e5eaeba,1
752,2,2,0,0,0731d62877,1
753,2,2,0,0,3820941398,1
754,2,2,0,0,3eed57b080,1
755,2,2,0,0,28ce2de3b6,1
756,2,2,0,0,ebb18870b2,1
757,2,2,0,0,134fc5f099,1
759,2,2,0,0,e434f972e6,1
760,2,2,0,0,d76d937a28,1
761,2,2,0,0,887f6e250a,1
764,2,2,0,0,ce09f5f546,1
765,2,2,0,0,bb8a3812ac,1
766,2,2,0,0,58eb3d46a6,1
768,2,2,0,0,d29fc22ed7,1
769,2,2,0,0,9cfbfb5720,1
771,2,2,0,0,ac51e42b88,1
772,2,2,0,0,829c0e8d72,1
774,2,2,0,0,66c860754d,1
776,2,2,0,0,9da0704e1a,1
777,2,2,0,0,045e5760f1,1
780,2,2,0,0,ef4990e6ee,1
782,2,2,0,0,5862ab9e0a,1
783,2,2,0,0,ee151aae23,1
785,2,2,0,0,e596257888,1
786,2,2,0,0,bb1260974d,1
787,2,2,0,0,a8dc415665,1
789,2,2,0,0,a7255136f1,1
790,2,2,0,0,560929383f,1
791,2,2,0,0,6e479e71fe,1
792,2,2,0,0,e60d07b69d,1
793,2,2,0,0,021347df28,1
794,2,2,0,0,3080ce50b5,1
795,2,2,0,0,4beec49274,1
796,2,2,0,0,3476234822,1
798,2,2,0,0,3724a63cbd,1
799,2,2,0,0,4224b06f39,1
801,2,2,0,0,624ce4538c,1
802,2,2,0,0,bafb603346,1
804,2,2,0,0,9246416a67,1
806,2,2,0,0,607ce39dba,1
808,2,2,0,0,12d1b6996a,1
810,2,2,0,0,32190f18c6,1
811,2,2,0,0,a9d0bc4e11,1
812,2,2,0,0,ee4948fde1,1
813,2,2,0,0,11cbf1a996,1
815,2,2,0,0,22e42391af,1
817,2,2,0,0,13a5d522cf,1
818,2,2,0,0,e74a3b12d2,1
819,2,2,0,0,7ac403f715,1
820,2,2,0,0,3bb4dc3896,1
821,2,2,0,0,8c9cafbbe0,1
823,2,2,0,0,a02f9d17ab,1
825,2,2,0,0,220a0b96c2,1
826,2,2,0,0,16e4fbd019,1
827,2,2,0,0,ba0970a4b8,1
828,2,2,0,0,538ac81210,1
831,2,2,0,0,ec1507bc71,1
836,2,2,0,0,d65cea7e14,1
840,2,2,0,0,213393438a,1
841,2,2,0,0,4fa1da8e5b,1
842,2,2,0,0,3fb05d565f,1
843,2,2,0,0,d33536069c,1
844,2,2,0,0,54389a9901,1
845,2,2,0,0,63d65b42b2,1
846,2,2,0,0,3c572be28a,1
848,2,2,0,0,28e24bc344,1
849,2,2,0,0,f0c00a4699,1
850,2,2,0,0,225afcacca,1
852,2,2,0,0,bcc62d1f72,1
854,2,2,0,0,d02353b6c6,1
855,2,2,0,0,aedd2ac826,1
856,2,1,1,0,45c55f1511,1
863,2,2,0,0,9dd8b589d3,1
864,2,2,0,0,29082fc9e3,1
865,2,2,0,0,36b5c37dee,1
866,2,2,0,0,b8df52322a,1
867,2,2,0,0,008d9e001e,1
868,2,2,0,0,7183a2e6e2,1
869,2,2,0,0,4928bd69e7,1
870,2,2,0,0,9407e68db6,1
872,2,2,0,0,4da56da1ca,1
873,2,2,0,0,3255381e84,1
874,2,2,0,0,a52cde5e8a,1
877,2,2,0,0,f29d2143a6,1
878,2,2,0,0,05b6b08103,1
879,2,2,0,0,5a992af223,1
880,2,2,0,0,65938aa18a,1
884,2,2,0,0,1a17669c50,1
885,2,2,0,0,678bd014fc,1
886,2,2,0,0,7b3193edb5,1
887,2,2,0,0,fe91b5b8e0,1
888,2,2,0,0,a2ba74f8af,1
889,2,2,0,0,8cf2d120ae,1
891,2,2,0,0,ad315c74a2,1
893,2,2,0,0,5cecb51ce1,1
894,2,2,0,0,5e90ddf6e6,1
896,2,2,0,0,6fd958a4dd,1
898,2,2,0,0,d0cc761ebf,1
900,2,2,0,0,3cbde49e3a,1
901,2,2,0,0,04095bd1aa,1
903,2,2,0,0,6c69640fea,1
905,2,2,0,0,ccb49319a1,1
907,2,2,0,0,a82db6b7d7,1
909,2,2,0,0,9b09827672,1
910,2,2,0,0,4e6c03a944,1
911,2,2,0,0,b4180681b1,1
912,2,2,0,0,cbbe800778,1
913,2,2,0,0,8adb21f61b,1
914,2,2,0,0,3e6c14af74,1
915,2,2,0,0,2e2390b985,1
916,2,2,0,0,225c5e3814,1
918,2,2,0,0,180f7dcb90,1
919,2,2,0,0,9ffc9bf91a,1
921,2,2,0,0,fed5a1ba4a,1
922,2,2,0,0,596253d55d,1
925,2,2,0,0,4c7b42db30,1
926,2,2,0,0,1ce77ae779,1
927,2,2,0,0,896cb2b94b,1
929,2,2,0,0,87dd7ab2db,1
930,2,2,0,0,0dd22498d8,1
931,2,2,0,0,d4a35e51c8,1
933,2,2,0,0,a58fc841e6,1
935,2,2,0,0,a0bc00f4ba,1
936,2,2,0,0,ede2f829da,1
937,2,2,0,0,206a425843,1
939,2,2,0,0,a0c6c48346,1
940,2,2,0,0,896dbb040a,1
941,2,2,0,0,f97714d88b,1
945,2,2,0,0,0c442241f1,1
946,2,2,0,0,616ce45378,1
948,2,2,0,0,6682394182,1
949,2,2,0,0,efe8e7324e,1
951,2,2,0,0,b8ade447cc,1
953,2,2,0,0,76946a5a59,1
954,2,2,0,0,b77a1ca822,1
955,2,2,0,0,70422b408a,1
956,2,2,0,0,2afa04ba25,1
957,2,2,0,0,f3739db61d,1
958,2,2,0,0,775b14785b,1
961,2,2,0,0,ecd0cc92b5,1
962,2,2,0,0,54bb282d60,1
963,2,2,0,0,9f316bb638,1
964,2,2,0,0,2e0ddcf69a,1
965,2,2,0,0,1d3788211d,1
966,2,2,0,0,1cc4228222,1
967,2,2,0,0,625559ba31,1
968,2,2,0,0,f4732c0888,1
969,2,2,0,0,06a4b97835,1
971,2,2,0,0,7bad275b83,1
972,2,2,0,0,0c6eb90aeb,1
973,2,2,0,0,c61c278c6b,1
974,2,2,0,0,44dcb4c58e,1
975,2,2,0,0,a8bb9f8c5d,1
977,2,2,0,0,8e5500637c,1
978,2,2,0,0,6b9d265a29,1
980,2,2,0,0,712ff1e204,1
981,2,2,0,0,bd8cde61cc,1
982,2,2,0,0,ebc299d346,1
983,2,2,0,0,c136769bb7,1
985,2,2,0,0,e8b818d1f4,1
986,2,2,0,0,c049391480,1
987,2,2,0,0,a41d34506d,1
989,2,2,0,0,3a666aff23,1
990,2,2,0,0,8782570268,1
993,2,2,0,0,58dc1be144,1
994,2,2,0,0,ff5f43c174,1
996,2,2,0,0,00596b4bc8,1
997,2,2,0,0,a18fe79290,1
998,2,2,0,0,4102b7c87b,1
999,2,2,0,0,76dfde3ec5,1
1000,2,2,0,0,0bf965d254,1
1001,2,2,0,0,204a03f369,1
1002,2,2,0,0,6ae2e47e92,1
1003,2,2,0,0,cc438b7de8,1
1004,2,2,0,0,d8cb0cb6ff,1
1005,2,2,0,0,4097a5264d,1
1006,2,2,0,0,97e1af0832,1
1007,2,2,0,0,8151eafef9,1
1008,2,2,0,0,5c28e0dd0a,1
1009,2,2,0,0,63f7b0cf96,1
1010,2,2,0,0,16e42e9d9a,1
1012,2,2,0,0,c79e54f116,1
1013,2,2,0,0,06ac127595,1
1014,2,2,0,0,8dc1e05453,1
1016,2,2,0,0,3f9a5a9e3b,1
1018,2,2,0,0,3ae7469610,1
1019,2,2,0,0,9d6ae4ab48,1
1020,2,2,0,0,a539908e7b,1
1021,2,2,0,0,3fb63913d8,1
1023,2,2,0,0,9b1f29e1cd,1
1024,2,2,0,0,538a82ff6c,1
1026,2,2,0,0,0e1a5bc70f,1
1028,2,2,0,0,6a6ac479a0,1
1029,2,2,0,0,e59123a7cb,1
1030,2,2,0,0,2475661eaa,1
1031,2,2,0,0,f39df8c0ad,1
1032,2,2,0,0,27f29a0487,1
1033,2,2,0,0,47d3a0c622,1
1037,2,2,0,0,7f350b72e3,1
1039,2,2,0,0,ad77ab4bd9,1
1040,2,2,0,0,db58b1001e,1
1042,2,2,0,0,b6e00573fd,1
1043,2,2,0,0,5e92bf1964,1
1044,2,2,0,0,c20e56d2ca,1
1046,2,2,0,0,f15a256bc7,1
1048,2,2,0,0,906b27b27a,1
1049,2,2,0,0,c6b312868e,1
1051,2,2,0,0,62e1570356,1
1053,2,2,0,0,01e61c3cbe,1
1054,2,2,0,0,0dcaffb7c4,1
1055,2,2,0,0,127f404c72,1
1056,2,2,0,0,bb7a828e06,1
1058,2,2,0,0,74b084e84d,1
1059,2,2,0,0,52c6a418b2,1
1061,2,2,0,0,1644641c3c,1
1063,2,2,0,0,c58d423591,1
1064,2,2,0,0,6c103141d1,1
1066,2,2,0,0,09e73f4ab4,1
1067,2,2,0,0,d0de6494f5,1
1069,2,2,0,0,dadee415d7,1
1070,2,2,0,0,359b213dda,1
1071,2,2,0,0,6737d8595d,1
1072,2,2,0,0,66937221a9,1
1073,2,2,0,0,a5640efa23,1
1074,2,2,0,0,dfaac9465d,1
1075,2,2,0,0,3b6a1ed08f,1
1076,2,2,0,0,2e5a10db0f,1
1077,2,2,0,0,8325e2ed35,1
1079,2,2,0,0,d5c0b049d1,1
1082,2,2,0,0,ed9cc6aff4,1
1084,2,2,0,0,677fd4d3bd,1
1085,2,2,0,0,457d970c12,1
1086,2,2,0,0,76d2137ea6,1
1087,2,2,0,0,b7b5c49ee3,1
1089,2,2,0,0,e7289e0e93,1
1090,2,2,0,0,11d45a130c,1
1091,2,2,0,0,288c5ab830,1
1093,2,2,0,0,805b8c8960,1
1094,2,2,0,0,d3825cfe5e,1
1095,2,2,0,0,1de216ba6a,1
1096,2,2,0,0,d086b559c1,1
1097,2,2,0,0,de904b1953,1
1099,2,2,0,0,c54b2601b3,1
1100,2,2,0,0,8dff1e578c,1
1101,2,2,0,0,254fa4dedf,1
1102,2,2,0,0,387b215219,1
1103,2,2,0,0,09af725828,1
1105,2,2,0,0,53559e815a,1
1107,2,2,0,0,7e5bda558f,1
1108,2,2,0,0,0559773d0a,1
1109,2,2,0,0,d3789c0dc5,1
1111,2,2,0,0,ff182b3d10,1
1113,2,2,0,0,63b8a19342,1
1116,2,2,0,0,ddecb10acd,1
1117,2,2,0,0,9e8ce773dc,1
1118,2,2,0,0,a0a2c35333,1
1119,2,2,0,0,c8f9b79e48,1
1120,2,2,0,0,b5dfac6462,1
1121,2,2,0,0,fa274ec180,1
1122,2,2,0,0,d431f43363,1
1123,2,2,0,0,072580a618,1
1124,2,2,0,0,c1cd5c9381,1
1126,2,2,0,0,9842eacab0,1
1127,2,2,0,0,62f533adcf,1
1129,2,2,0,0,8ad4bac46c,1
1131,2,2,0,0,fcd53979bf,1
1132,2,2,0,0,beb8f7ac06,1
1133,2,2,0,0,75440811a8,1
1134,2,2,0,0,cf59655add,1
1135,2,2,0,0,fb55950ebc,1
1136,2,2,0,0,9b6cb4dfb5,1
1137,2,2,0,0,14bb720647,1
1138,2,2,0,0,46ea3044d3,1
1139,2,2,0,0,2f2c1efee8,1
1140,2,2,0,0,496112bb46,1
1141,2,2,0,0,39a2e37521,1
1143,2,2,0,0,2d4e4bdb3e,1
1144,2,2,0,0,429b362959,1
1145,2,2,0,0,8db21b61ad,1
1147,2,2,0,0,2a625ad94a,1
1150,2,2,0,0,97bac26290,1
1152,2,2,0,0,84a3139753,1
1153,2,2,0,0,d37b2bbe8e,1
1155,2,2,0,0,8fbf135681,1
1156,2,2,0,0,4c3dbb5ff9,1
1157,2,2,0,0,070dfca9ff,1
1158,2,1,0,1,ec2e1384b7,1
1160,2,2,0,0,245754a1a2,1
1163,2,2,0,0,abfc8f438c,1
1164,2,2,0,0,a9c0e279ea,1
1165,2,2,0,0,a14f00aa16,1
1166,2,2,0,0,d15c540ad2,1
1167,2,2,0,0,95e31fd257,1
1168,2,2,0,0,2388557057,1
1169,2,2,0,0,84948a888c,1
1170,2,2,0,0,b3d449aec4,1
1173,2,2,0,0,30ed1d1a98,1
1175,2,2,0,0,f87e812d50,1
1176,2,2,0,0,43ba7102e2,1
1177,2,2,0,0,e4bf67a973,1
1178,2,2,0,0,45631caf8c,1
1179,2,2,0,0,39cda99d4f,1
1180,2,2,0,0,4d1138fb54,1
1181,2,2,0,0,92986395ad,1
1182,2,2,0,0,c5ab400499,1
1184,2,2,0,0,a1a06d0e05,1
1185,2,2,0,0,a91f0cc24f,1
1186,2,2,0,0,3439fc8077,1
1187,2,2,0,0,b1d02c78f3,1
1190,2,2,0,0,bd7008638e,1
1191,2,2,0,0,4596543ac1,1
1192,2,2,0,0,c8c242ca13,1
1193,2,2,0,0,685a5fc65f,1
1195,2,2,0,0,a5959f21bb,1
1196,2,2,0,0,0068f434c9,1
1197,2,2,0,0,20f122c562,1
1198,2,2,0,0,dd5910f53d,1
1199,2,2,0,0,e7035db7d5,1
1201,2,2,0,0,63bec4e596,1
1202,2,2,0,0,6867f63387,1
1204,2,2,0,0,882a797bef,1
1205,2,2,0,0,ab9ecec2a6,1
1206,2,2,0,0,60611daad9,1
1207,2,2,0,0,f09e929796,1
1208,2,2,0,0,1429dd76bb,1
1210,2,2,0,0,460afa4dba,1
1211,2,2,0,0,5beeafeac2,1
1212,2,2,0,0,0110885f28,1
1213,2,2,0,0,cc5259c21b,1
1214,2,2,0,0,c7b074a3a5,1
1215,2,2,0,0,04fec83c70,1
1217,2,2,0,0,027f77aead,1
1218,2,2,0,0,4573d5adb5,1
1223,2,2,0,0,de6893580d,1
1226,2,2,0,0,dd3516e9e6,1
1227,2,2,0,0,7f823af0bb,1
1228,2,2,0,0,23aa12d4f6,1
1229,2,2,0,0,3294800d78,1
1230,2,2,0,0,233c7603d2,1
1231,2,2,0,0,41da8edc95,1
1232,2,2,0,0,6e0037b9c5,1
1233,2,2,0,0,536d52d643,1
1234,2,2,0,0,bf117496e5,1
1235,2,2,0,0,5919b45eb6,1
1236,2,2,0,0,911ae14eb8,1
1237,2,2,0,0,d6ed6c15b8,1
1239,2,1,1,0,9dbeff0f78,1
1241,2,2,0,0,7df0f99432,1
1242,2,2,0,0,4e813afb39,1
1243,2,2,0,0,3efeca4f18,1
1244,2,2,0,0,1b1054b0be,1
1245,2,2,0,0,063d1a2f26,1
1246,2,2,0,0,94de10144a,1
1247,2,2,0,0,28c0d03d16,1
1248,2,2,0,0,42e064f9fb,1
1249,2,2,0,0,f0cdffaee1,1
1250,2,2,0,0,accd060646,1
1251,2,2,0,0,5773e79b3b,1
1253,2,2,0,0,5be6a5bc22,1
1254,2,2,0,0,7dc9a3fbaa,1
1255,2,2,0,0,7b99beaf2e,1
1258,2,2,0,0,618c249b87,1
1259,2,2,0,0,22253435ef,1
1260,2,2,0,0,5e9d0a95ff,1
1261,2,2,0,0,8d8f299ebd,1
1262,2,2,0,0,c8544f7e51,1
1263,2,2,0,0,c361967f3f,1
1264,2,2,0,0,8e024b75df,1
1265,2,2,0,0,e8e9d929a2,1
1267,2,2,0,0,2526cab835,1
1268,2,2,0,0,8ae4b28ff1,1
1269,2,2,0,0,e173b97225,1
1271,2,2,0,0,299a75baae,1
1273,2,2,0,0,bdce1ace4e,1
1274,2,2,0,0,77dabb69f3,1
1276,2,2,0,0,4fd689edac,1
1278,2,2,0,0,6991c8f87b,1
1280,2,2,0,0,e44b4bd707,1
1282,2,2,0,0,54ba635749,1
1283,2,2,0,0,81781be297,1
1284,2,2,0,0,2ce39f04ad,1
1285,2,2,0,0,d5f9de58ef,1
1287,2,2,0,0,13944d84a0,1
1288,2,2,0,0,37a861d2c7,1
1290,2,2,0,0,282105b0f0,1
1291,2,2,0,0,22b0b39fe4,1
1292,2,2,0,0,fa89d02d6f,1
1293,2,2,0,0,bb2b5fbc5f,1
1294,2,2,0,0,69ae0805b3,1
1295,2,2,0,0,cf3c22187f,1
1297,2,2,0,0,2ef9e4158d,1
1298,2,2,0,0,34ffcac5d8,1
1299,2,2,0,0,73b9e2999d,1
1300,2,2,0,0,49a6ee76f0,1
1301,2,2,0,0,2331f2a1b3,1
1302,2,2,0,0,ae34175c67,1
1303,2,2,0,0,7aa8c69fd4,1
1304,2,2,0,0,e6bc5cd0e9,1
1307,2,2,0,0,1e8023a631,1
1309,2,2,0,0,ace95a35b7,1
1310,2,2,0,0,a5c4c5c2b2,1
1311,2,2,0,0,3958bb0482,1
1313,2,2,0,0,e61bc2b706,1
1314,2,2,0,0,ed16f8f2f0,1
1315,2,2,0,0,f222c31d59,1
1317,2,2,0,0,5c5f12b79a,1
1318,2,2,0,0,1e4cb7eb7c,1
1319,2,2,0,0,8a55ac8a15,1
1320,2,2,0,0,ebd8927ed3,1
1323,2,2,0,0,6921369226,1
1324,2,2,0,0,0a7f4cd104,1
1325,2,2,0,0,99b35d503a,1
1326,2,2,0,0,cffe12048c,1
1327,2,2,0,0,f12aa2ed06,1
1328,2,2,0,0,bf0726751e,1
1329,2,2,0,0,e05dec152f,1
1330,2,2,0,0,2cd764bcf2,1
1331,2,2,0,0,4c89e98a9b,1
1332,2,2,0,0,b58675e689,1
1333,2,2,0,0,e183db1c18,1
1334,2,2,0,0,ae854e9074,1
